injury_status,practice_description,team,last_name,birth_country,search_full_name,sport,gsis_id,high_school,depth_chart_position,college,first_name,active,birth_state,news_updated,full_name,rotoworld_id,age,weight,swish_id,depth_chart_order,status,competitions,team_abbr,injury_body_part,hashtag,search_last_name,height,number,player_id,search_first_name,birth_city,opta_id,injury_start_date,pandascore_id,sportradar_id,birth_date,fantasy_data_id,yahoo_id,team_changed_at,espn_id,years_exp,fantasy_positions,rotowire_id,search_rank,position,practice_participation,stats_id,metadata,oddsjam_id,injury_notes
,,,Catapano,,mikecatapano,nfl,,Chaminade (NY),,Princeton,Mike,False,,,Mike Catapano,,30.0,270,,,Inactive,[],,,#mikecatapano-NFL-FA-48,catapano,"6'4""",48.0,1461,mike,,,,,4c08189b-2268-4755-87d0-b0a291f08eb9,1990-08-17,15043.0,26830.0,,15944.0,7.0,"['DL', 'LB']",8961.0,9999999.0,LB,,470175.0,,,
,,LAR,Dotson,,kevindotson,nfl,,Plaquemine (LA),OL,Louisiana,Kevin,True,,1709853046466.0,Kevin Dotson,,27.0,330,885460.0,,Active,[],,,#kevindotson-NFL-LAR-69,dotson,76,69.0,7116,kevin,,,,,fb301e65-4c65-4b60-a8ca-d149fcdbcd97,1996-09-18,22132.0,32805.0,,3917599.0,4.0,['OL'],14749.0,9999999.0,OL,,,"{'channel_id': '1113708706823958528', 'rookie_year': '2020'}",116E2FA7B4F5,
,,,Sirianni,,nicksirianni,nfl,,,,,Nick,False,,,Nick Sirianni,13088.0,,,,,Inactive,[],,,#nicksirianni-NFL-FA-0,sirianni,,0.0,4907,nick,,,,,,,19809.0,,,,0.0,,,9999999.0,,,,{'override_active': 'false'},,
,,CIN,Milton,,kendallmilton,nfl,,Buchanan (CA),,Georgia,Kendall,True,,1724961964345.0,Kendall Milton,,22.0,230,1213345.0,,Active,[],,,#kendallmilton-NFL-CIN-36,milton,73,36.0,11649,kendall,,,,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,2002-02-10,,,,,0.0,['RB'],17970.0,313.0,RB,,,"{'channel_id': '1113708718547038208', 'rookie_year': '2024'}",A92E6B2C0008,
,,CLE,Jeudy,,jerryjeudy,nfl,,Deerfield Beach (FL),RWR,Alabama,Jerry,True,,1724547024959.0,Jerry Jeudy,,25.0,195,973935.0,2.0,Active,[],,,#jerryjeudy-NFL-CLE-3,jeudy,73,3.0,6783,jerry,,,,,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,1999-04-24,21692.0,32685.0,,4241463.0,4.0,['WR'],14458.0,149.0,WR,,,"{'channel_id': '1113708842941706240', 'rookie_year': '2020'}",74F257A6F220,
,,,Koroma,,tejankoroma,nfl,00-0034328,Allen,,Brigham Young,Tejan,True,,1556573756637.0,Tejan Koroma,,25.0,290,,,Active,[],,,#tejankoroma-NFL-FA-73,koroma,72,73.0,5592,tejan,,,,,5f642a99-fc5b-4cae-b23d-8d043681b264,1996-04-27,20551.0,31522.0,,3138835.0,4.0,['OL'],13384.0,9999999.0,C,,,{'channel_id': '1116853128503754752'},,
,,,Valles,,maxvalles,nfl,,St. Joseph,,Virginia,Max,False,,,Max Valles,,26.0,251,,,Inactive,[],,,#maxvalles-NFL-FA-54,valles,"6'5""",54.0,2481,max,,,,,8ab4dd5c-7ace-4819-80b7-030de97ab88f,1994-08-05,16939.0,28567.0,,3048702.0,5.0,"['DL', 'LB']",10365.0,9999999.0,LB,,,,,
,,,Celek,,brentcelek,nfl,00-0025549,La Salle (OH),,Cincinnati,Brent,False,,1564440320341.0,Brent Celek,4269.0,35.0,255,,,Inactive,[],,,#brentcelek-NFL-FA-87,celek,"6'4""",87.0,221,brent,,,,,645a8bf9-2079-4df4-904a-3d8f08438b85,1985-01-25,5511.0,8416.0,,10605.0,13.0,['TE'],5403.0,9999999.0,TE,,229510.0,,,
,,,Moreno,,knowshonmoreno,nfl,,,,Georgia,Knowshon,False,,,Knowshon Moreno,5163.0,30.0,210,,,Inactive,[],,,#knowshonmoreno-NFL-FA-28,moreno,"5'11""",28.0,387,knowshon,,,,,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,1987-07-16,8699.0,,,12516.0,6.0,['RB'],,9999999.0,RB,,,,,
,,,Invalid,,playerinvalid,nfl,,,,,Player,False,,,Player Invalid,,,,,,Inactive,[],,,#playerinvalid-NFL-FA,invalid,,,8432,player,,,,,,,,,,,0.0,['TE'],,,TE,,,,,
,,,Smith,,rashadsmith,nfl,,Homestead (FL),,Florida Atlantic,Rashad,True,,1603749938954.0,Rashad Smith,,25.0,220,916460.0,,Active,[],,,#rashadsmith-NFL-FA-59,smith,73,59.0,7232,rashad,,,,,dec323b8-fb75-4182-b03d-6c412d3d51a5,1997-04-20,22233.0,33180.0,,4040762.0,2.0,['LB'],15096.0,9999999.0,LB,,,{'channel_id': '1116853352911601664'},,
,,,Sao,,anthonysao,nfl,,Compton (CA),,MidAmerican Nazarene,Anthony,True,,1718143531237.0,Anthony Sao,,23.0,200,1509834.0,,Active,[],,,#anthonysao-NFL-FA-37,sao,73,37.0,12213,anthony,,,,,d4783f50-07da-11ef-b218-ed50b831f980,2000-12-17,,,,,0.0,['DB'],18167.0,9999999.0,CB,,,"{'channel_id': '1116852717524877312', 'rookie_year': '2024'}",8FB828B3A11D,
,,SF,Cowing,,jacobcowing,nfl,,Maricopa (AZ),SWR,Arizona,Jacob,True,,1724563527186.0,Jacob Cowing,,23.0,171,1181861.0,5.0,Active,[],,,#jacobcowing-NFL-SF-83,cowing,69,83.0,11616,jacob,,,,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,2001-02-04,,,,,0.0,['WR'],17008.0,432.0,WR,,,"{'channel_id': '1113708878039642112', 'rookie_year': '2024'}",D501FE0B726A,
,,NYG,Boykin,,milesboykin,nfl, 00-0035703,Providence Catholic (IL),,Notre Dame,Miles,True,,1724892006599.0,Miles Boykin,14013.0,27.0,220,884553.0,,Active,[],,,#milesboykin-NFL-NYG-81,boykin,76,81.0,5965,miles,,,,,d1ed6f8c-1611-4695-8b48-5adce0de50dd,1996-10-12,21037.0,31925.0,,3932423.0,5.0,['WR'],13553.0,543.0,WR,,884553.0,"{'channel_id': '1113708680123019264', 'rookie_year': '2019'}",0A22FF8AADCF,
,,,Peacock,,andrewpeacock,nfl,,,,Appalachian State,Andrew,False,,,Andrew Peacock,,26.0,195,,,Inactive,[],,,#andrewpeacock-NFL-FA-1,peacock,"5'9""",1.0,2125,andrew,,,,,404c313b-6788-45ac-8438-99b224988b8f,1991-01-14,16462.0,28008.0,,17025.0,1.0,['WR'],,9999999.0,WR,,504365.0,,,
,,ATL,Bertrand,,jdbertrand,nfl,,Blessed Trinity Catholic (GA),LILB,Notre Dame,JD,True,,1714250438726.0,JD Bertrand,,24.0,233,1183583.0,2.0,Active,[],,,#jdbertrand-NFL-ATL-40,bertrand,73,40.0,11770,jd,,,,,fdb957eb-4146-4453-a6df-f65ca7bc1bb6,2000-05-05,,,,,0.0,['LB'],17810.0,700.0,LB,,,"{'channel_id': '1113708865330900992', 'rookie_year': '2024'}",7715F27DA2AC,
IR,,CHI,Pettis,,dantepettis,nfl,00-0034860,JSerra Catholic (CA),,Washington,Dante,True,,1724862362208.0,Dante Pettis,13160.0,28.0,195,837820.0,8.0,Inactive,[],,Undisclosed,#dantepettis-NFL-CHI-81,pettis,73,81.0,4992,dante,,,,,20d16690-560b-4a01-af20-8870ef07ea70,1995-10-23,19854.0,31014.0,,3127306.0,6.0,['WR'],12884.0,468.0,WR,,837820.0,"{'channel_id': '1113708761173749761', 'rookie_year': '2018'}",CEEF50BC317C,
,,,Reid,,ericreid,nfl, 00-0030548,Dutchtown (LA),,Louisiana State,Eric,True,,1585950331788.0,Eric Reid,8453.0,30.0,213,,,Active,[],,,#ericreid-NFL-FA-25,reid,73,25.0,1590,eric,,,,,c615cf52-bc61-43ed-bb76-39695ca019c0,1991-12-10,15242.0,26641.0,,15809.0,9.0,['DB'],8685.0,9999999.0,SS,,540523.0,{'channel_id': '1116852748231376896'},,
,,,Brown,,darrellbrown,nfl,,Cooper,,Louisiana Tech,Darrell,True,,,Darrell Brown,,28.0,305,,,Active,[],,,#darrellbrown-NFL-FA-66,brown,76,66.0,4804,darrell,,,,,dfdac366-d991-4d2a-baad-a01b055e1c48,1993-12-21,19719.0,30927.0,,2971882.0,5.0,['OL'],,9999999.0,OT,,,{'channel_id': '1116853024250134528'},,
,,,Lewis,,ryanlewis,nfl,00-0033608,Eastlake (WA),,Pittsburgh,Ryan,True,,1660179319896.0,Ryan Lewis,,27.0,185,,,Inactive,[],,,#ryanlewis-NFL-FA-37,lewis,72,37.0,4529,ryan,,,,,ba95b150-fad0-4a8d-b15d-a5e318d95b7f,1994-04-15,19407.0,30491.0,,2970264.0,5.0,['DB'],12929.0,1260.0,CB,,692336.0,{'channel_id': '1116852981497593856'},,
,,CAR,Jansen,,jjjansen,nfl,00-0026027,Brophy Prep (AZ),LS,Notre Dame,JJ,True,,1709952654777.0,JJ Jansen,,38.0,235,267458.0,,Active,[],,,#jjjansen-NFL-CAR-44,jansen,74,44.0,439,jj,,,,,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,1986-01-20,9162.0,9585.0,,11759.0,16.0,['LS'],7078.0,9999999.0,LS,,,"{'channel_id': '1113708886856069120', 'rookie_year': '2008'}",4EDD98ACAC84,
,,TEN,Lynch,,jameslynch,nfl,,Round Rock (TX),,Baylor,James,True,,1725001508212.0,James Lynch,,25.0,295,1066890.0,,Active,[],,,#jameslynch-NFL-TEN-97,lynch,76,97.0,6858,james,,,,,ce8b21f7-6f93-40e6-8068-0432e10d855f,1999-01-20,21894.0,32800.0,,4259181.0,4.0,['DL'],14499.0,9999999.0,DT,,,"{'channel_id': '1113708712297525248', 'rookie_year': '2020'}",35DE560DE241,
,,,Mills,,jordanmills,nfl,00-0030046,Assumption (LA),,Louisiana Tech,Jordan,True,,1659810314150.0,Jordan Mills,,31.0,311,509704.0,,Active,[],,,#jordanmills-NFL-FA-79,mills,77,79.0,1510,jordan,,,,,cf881df8-d5a0-4736-be01-eb72767366b0,1990-12-24,15116.0,26786.0,,16004.0,9.0,"['OL', 'OT']",8826.0,9999999.0,T,,,{'channel_id': '1116852742007029760'},,
,,OAK,Wade,,jordanwade,nfl,,,,Oklahoma,Jordan,True,,,Jordan Wade,,,311,,,Active,[],,,#jordanwade-NFL-OAK-0,wade,"6'3""",0.0,4925,jordan,,,,,,,19313.0,30636.0,,,1.0,['OL'],,9999999.0,G,,,{'channel_id': '1116853041413226496'},,
,,,Addison,,bralonaddison,nfl, 00-0032482,Hightower (TX),,Oregon,Bralon,False,,1596767449898.0,Bralon Addison,,28.0,190,,,Inactive,[],,,#bralonaddison-NFL-FA-89,addison,70,89.0,3620,bralon,,,,,319497eb-9f40-4ef7-9dfe-72314a8e9b21,1993-10-12,18407.0,29616.0,,2971271.0,6.0,['WR'],10747.0,9999999.0,WR,,689636.0,,,
,,,Sims,,christiansims,nfl,,Norcross (GA),,Bowling Green,Christian,True,,1693254649926.0,Christian Sims,,22.0,243,1181975.0,,Active,[],,,#christiansims-NFL-FA-46,sims,74,46.0,11155,christian,,,,,825c01a0-e857-11ed-95b2-5d386c06de36,2001-02-15,,,,,1.0,['TE'],17337.0,449.0,TE,,,{'channel_id': '1116852657747656704'},,
,,,Smith,,telvinsmith,nfl,00-0031309,Lowndes County (GA),,Florida State,Telvin,False,,1563996333283.0,Telvin Smith,9394.0,30.0,215,,,Injured Reserve,[],,,#telvinsmith-NFL-FA-0,smith,75,0.0,1995,telvin,,,,,dfbbe1cc-1fce-4599-92ae-922a8b79fb83,1991-04-11,16266.0,27672.0,,16891.0,8.0,['LB'],9371.0,9999999.0,LB,,,,,
IR,,NE,Mapu,,martemapu,nfl,,Hawthorne (CA),DB,Sacramento State,Marte,True,,1724873403901.0,Marte Mapu,,24.0,230,1054192.0,,Inactive,[],,Undisclosed,#martemapu-NFL-NE-15,mapu,75,15.0,10926,marte,,,,,5c55344a-6192-4def-9860-ffd5a571fe68,1999-11-08,,,,,1.0,['DB'],16947.0,695.0,DB,,,"{'channel_id': '1113708791863472128', 'rookie_year': '2023'}",25AC94AAB044,
,,NE,Boutte,,kayshonboutte,nfl,,Westgate (LA),LWR,LSU,Kayshon,True,,1723812319390.0,Kayshon Boutte,,22.0,197,1213362.0,7.0,Active,[],,,#kayshonboutte-NFL-NE-80,boutte,71,80.0,9504,kayshon,,,,,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,2002-05-07,,,,,1.0,['WR'],16795.0,549.0,WR,,,"{'channel_id': '1113708794036121600', 'rookie_year': '2023'}",86B6983F9C7F,
,,,Davis,,rasharddavis,nfl,00-0034034,Charlottesville (VA),,James Madison,Rashard,True,,1660682432289.0,Rashard Davis,,26.0,180,750368.0,,Active,[],,,#rasharddavis-NFL-FA-6,davis,69,6.0,4828,rashard,,,,,4e87e1a1-8b89-4738-a527-87eb0663c35d,1995-09-14,19732.0,30940.0,,3049329.0,5.0,['WR'],12367.0,9999999.0,WR,,750368.0,{'channel_id': '1116853028188585984'},,
,,,Archer,,driarcher,nfl,,Venice (FL),,Kent State,Dri,False,,,Dri Archer,,29.0,173,,,Inactive,[],,,#driarcher-NFL-FA-13,archer,"5'8""",13.0,1914,dri,,,,,4aeef161-65c6-4bc6-89c5-ceb7d6d1a25b,1991-08-09,16144.0,27625.0,,16755.0,6.0,['RB'],9474.0,9999999.0,RB,,506529.0,,,
,,,Whelan,,danielwhelan,nfl,,Rancho Mirage (CA),,UC Davis,Daniel,True,,,Daniel Whelan,,24.0,221,1052604.0,,Active,[],,,#danielwhelan-NFL-FA-0,whelan,78,0.0,11525,daniel,,,,,53744270-fbf9-11ed-b3ef-4b1a763c6ea8,1999-02-10,,,,,0.0,['P'],,9999999.0,P,,,{'channel_id': '1116852699464204288'},,
,,,Woodard,,darrenwoodard,nfl,,,,Texas - El Paso,Darren,False,,,Darren Woodard,,27.0,170,,,Inactive,[],,,#darrenwoodard-NFL-FA-35,woodard,"5'11""",35.0,1711,darren,,,,,7a1775f4-0869-4377-93c7-02331a65606f,1989-09-21,15620.0,,,16122.0,1.0,['DB'],,9999999.0,CB,,,,,
,,,Morgan,,drewmorgan,nfl,00-0033407,Greenwood (AR),,Arkansas,Drew,True,,1515031201931.0,Drew Morgan,,27.0,187,,,Active,[],,,#drewmorgan-NFL-FA-81,morgan,72,81.0,4396,drew,,,,,7e56f066-0225-4b22-ab11-9cb1d6325ee8,1994-12-02,19255.0,30647.0,,3046438.0,5.0,['WR'],11867.0,9999999.0,WR,,744431.0,{'channel_id': '1116852960572211200'},,
,,,Ross,,johnross,nfl,00-0033460,Long Beach Jordan (CA),,Washington,John,True,,1724813460048.0,John Ross,12173.0,28.0,190,747906.0,,Active,[],,,#johnross-NFL-FA-83,ross,71,83.0,4038,john,,,,,938b363a-6967-4cef-bcd2-bb358a9f6c98,1995-11-27,18881.0,30122.0,,3052177.0,7.0,['WR'],11699.0,656.0,WR,,747906.0,"{'channel_id': '1113708717100003328', 'rookie_year': '2017'}",15F7058AB537,
,,,Wilber,,kylewilber,nfl,00-0029647,Apopka (FL),,Wake Forest,Kyle,True,,1599591348982.0,Kyle Wilber,,33.0,240,397413.0,,Active,[],,,#kylewilber-NFL-FA-58,wilber,76,58.0,1148,kyle,,,,,cdbaf089-9c7e-418f-829e-d903c28b2628,1989-04-26,14167.0,25823.0,,15038.0,10.0,['LB'],8224.0,9999999.0,LB,,397413.0,{'channel_id': '1116852693948694528'},,
,,,Hankerson,,leonardhankerson,nfl,,Aquinas (FL),,Miami,Leonard,False,,,Leonard Hankerson,6425.0,31.0,211,,,Inactive,[],,,#leonardhankerson-NFL-FA-80,hankerson,"6'2""",80.0,914,leonard,,,,,7877c393-beb4-4f40-a6c5-d864ca6e5172,1989-01-30,13162.0,24866.0,,14021.0,9.0,['WR'],7381.0,9999999.0,WR,,398112.0,,,
,,,Kovacs,,jordankovacs,nfl,,Clay (OH),,Michigan,Jordan,False,,,Jordan Kovacs,,30.0,210,,,Inactive,[],,,#jordankovacs-NFL-FA-42,kovacs,"5'10""",42.0,1649,jordan,,,,,d6f89ef1-41a2-4066-91e0-7ed9882a81fd,1990-06-12,15392.0,27248.0,,16363.0,7.0,['DB'],8894.0,9999999.0,DB,,,,,
,,DEN,McLaughlin,,jaleelmclaughlin,nfl,,Forest Hills (NC),RB,Youngstown State,Jaleel,True,,1724344843302.0,Jaleel McLaughlin,,23.0,187,1271738.0,2.0,Active,[],,,#jaleelmclaughlin-NFL-DEN-38,mclaughlin,67,38.0,11439,jaleel,,,,,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,2000-09-13,,,,,1.0,['RB'],17319.0,175.0,RB,,,"{'channel_id': '1113708825132691457', 'rookie_year': '2023'}",C92FD917D2BE,
,,,King,,johnnyking,nfl,,Boyd H. Anderson (FL),,Southeast Missouri State,Johnny,True,,1693347910321.0,Johnny King,,23.0,209,1216596.0,,Active,[],,,#johnnyking-NFL-FA-43,king,77,43.0,11282,johnny,,,,,08ee0ac0-eb81-11ed-bdbc-7f2763e63be6,1999-09-29,,,,,1.0,['WR'],17509.0,469.0,WR,,,{'channel_id': '1116852672087982080'},,
,,,Jones,,tevinjones,nfl,00-0032728,Clear Creek (TX),,Memphis,Tevin,True,,1627875617715.0,Tevin Jones,,29.0,225,614302.0,,Active,[],,,#tevinjones-NFL-FA-0,jones,74,0.0,3730,tevin,,,,,44d9bb75-f947-406c-b847-6b11684a07c1,1992-12-26,18540.0,29795.0,,2586703.0,6.0,['WR'],11467.0,1091.0,WR,,614302.0,{'channel_id': '1116852901101174784'},,
,,ATL,Hinton,,kylehinton,nfl,,Liberty (AZ),OL,Washburn,Kyle,True,,1640291437772.0,Kyle Hinton,,26.0,295,1215064.0,,Active,[],,,#kylehinton-NFL-ATL-68,hinton,74,68.0,7153,kyle,,,,,a78d3d14-3cc9-4adf-96fe-dc7660cb4c2d,1998-02-27,22155.0,32925.0,,4682831.0,4.0,['OL'],14838.0,9999999.0,G,,,"{'channel_id': '1113708862587826176', 'rookie_year': '2020'}",747242DB58D9,
,,,Sarao,,anthonysarao,nfl,,,,Southern Cal,Anthony,False,,,Anthony Sarao,,25.0,233,,,Inactive,[],,,#anthonysarao-NFL-FA-47,sarao,"5'11""",47.0,3414,anthony,,,,,551c4d76-6a16-497b-ac3d-33157cdf7107,1993-04-29,18176.0,29610.0,,2577263.0,0.0,['LB'],11663.0,9999999.0,ILB,,,,,
,,,Ware,,demarcusware,nfl,,Auburn (AL),,Troy,DeMarcus,False,,,DeMarcus Ware,3170.0,38.0,258,,,Inactive,[],,,#demarcusware-NFL-FA-94,ware,"6'4""",94.0,186,demarcus,,,,,f5fa509a-fc67-4c74-be9f-cb9cc8815a6f,1982-07-31,4877.0,7187.0,,8426.0,15.0,"['DL', 'LB']",4474.0,9999999.0,DE,,,,,
,,,Beach,,tylerbeach,nfl,,Port Washington (WI),,Wisconsin,Tyler,True,,1704853243412.0,Tyler Beach,,25.0,290,1065334.0,,Active,[],,,#tylerbeach-NFL-FA-69,beach,78,69.0,11450,tyler,,,,,36dd9260-f32a-11ed-8b21-7331769fea7c,1999-06-14,,,,,1.0,['OL'],16783.0,9999999.0,OL,,,"{'channel_id': '1113708817415172097', 'rookie_year': '2023'}",852030D03457,
,,,Evans,,markevans,nfl,,C.E. King (TX),,Arkansas-Pine Bluff,Mark,True,,,Mark Evans,,24.0,295,1134580.0,,Active,[],,,#markevans-NFL-FA-68,evans,76,68.0,11109,mark,,,,,63de8230-e775-11ed-bd6a-139cc0e9c4a5,1999-10-11,,,,,1.0,['OL'],,9999999.0,OL,,,"{'channel_id': '1113708684371849217', 'rookie_year': '2023'}",35D02D6B4C55,
,,,McClellin,,sheamcclellin,nfl,,Marsing (ID),,Boise State,Shea,False,,1527711901542.0,Shea McClellin,7518.0,31.0,250,,,Inactive,[],,,#sheamcclellin-NFL-FA-58,mcclellin,"6'3""",58.0,1150,shea,,,,,96981fd3-bd93-4134-84fc-3506197ac7eb,1989-08-01,14189.0,25729.0,,14937.0,8.0,['LB'],8147.0,9999999.0,LB,,381820.0,,,
,,,Johnson,,randelljohnson,nfl,,North Miami (FL),,Florida Atlantic,Randell,False,,,Randell Johnson,,29.0,245,,,Inactive,[],,,#randelljohnson-NFL-FA-49,johnson,"6'4""",49.0,1813,randell,,,,,437120e5-3406-4796-b941-ae3c9aed8bee,1991-03-23,15997.0,27749.0,,16816.0,6.0,['LB'],9777.0,9999999.0,LB,,,,,
,,,Player,,duplicateplayer,nfl,,,,Youngstown State,Duplicate,False,,1534308944053.0,Duplicate Player,,24.0,188,,,Inactive,[],,,#duplicateplayer-NFL-FA-30,player,"6'1""",30.0,4788,duplicate,,,,,fabca6af-000d-42a9-8a90-524f401a9774,1994-07-23,19244.0,30620.0,,,1.0,['DB'],12282.0,9999999.0,CB,,,,,
,,,Sokol,,joshsokol,nfl,,Hopkinton (MA),,Sacred Heart,Josh,True,,,Josh Sokol,,25.0,290,923495.0,,Active,[],,,#joshsokol-NFL-FA-60,sokol,75,60.0,8533,josh,,,,,fc11de90-c957-11ec-b1d2-d334745b4f4f,1997-12-01,,,,,1.0,,,9999999.0,C,,,{'channel_id': '1116853492179271680'},,
,,CAR,Thompson,,shaqthompson,nfl,00-0031550,Grant Union (CA),LILB,Washington,Shaq,True,,1723647914308.0,Shaq Thompson,10424.0,30.0,230,695206.0,1.0,Active,[],,,#shaqthompson-NFL-CAR-54,thompson,72,54.0,2330,shaq,,,,,3bf0711c-793a-47e7-bcbd-a0ddf350fef4,1994-04-21,16786.0,28413.0,,2978313.0,9.0,['LB'],10034.0,523.0,LB,,,"{'channel_id': '1113708882506575872', 'rookie_year': '2015'}",DFD1026D2F79,
,,,Pantale,,chrispantale,nfl,,Wayne Valley (NJ),,Boston College,Chris,False,,,Chris Pantale,,31.0,254,,,Inactive,[],,,#chrispantale-NFL-FA-86,pantale,77,86.0,1609,chris,,,,,614dd7ea-e1ac-4e3f-993b-39f2f62c7eeb,1990-03-22,15281.0,26991.0,,16210.0,9.0,['TE'],8947.0,9999999.0,TE,,461900.0,,,
,,,Yurachek,,ryanyurachek,nfl,00-0034725,Carolina Forest,,Marshall,Ryan,True,,1578677115320.0,Ryan Yurachek,,25.0,239,,,Active,[],,,#ryanyurachek-NFL-FA-42,yurachek,72,42.0,5718,ryan,,,,,d8bc2cac-4537-4541-b9ea-a51bdd63e20c,1996-08-27,20632.0,31715.0,,3139447.0,4.0,['TE'],13203.0,9999999.0,TE,,843755.0,{'channel_id': '1116853151085887488'},,
,,,Watford,,davidwatford,nfl,,Hampton (VA),,Hampton,David,True,,,David Watford,,28.0,212,,,Active,[],,,#davidwatford-NFL-FA-14,watford,74,14.0,3916,david,,,,,0f151d7d-c87e-4260-b5ab-f2596aa1ab06,1993-06-16,18743.0,30044.0,,2577807.0,6.0,['WR'],11653.0,9999999.0,WR,,596437.0,{'channel_id': '1116852915210813440'},,
,,,Bonds,,terrellbonds,nfl,,Miami Central (FL),,Tennessee State,Terrell,True,,1629491155059.0,Terrell Bonds,,26.0,182,842372.0,,Active,[],,,#terrellbonds-NFL-FA-47,bonds,68,47.0,6639,terrell,,,,,7af54f9d-0a09-45ce-b96c-a179bcbb11ca,1996-07-22,21517.0,32381.0,,3147988.0,3.0,['DB'],14165.0,9999999.0,CB,,,{'channel_id': '1116853284972265472'},,
,,,Berry,,evanberry,nfl,,Creekside (GA),,Tennessee,Evan,True,,1535493306660.0,Evan Berry,,26.0,205,,,Active,[],,,#evanberry-NFL-FA-0,berry,71,0.0,5530,evan,,,,,8f12880d-0375-4b70-836b-c1e88bcb3515,1995-11-04,20120.0,31450.0,,3115343.0,4.0,['WR'],13134.0,9999999.0,WR,,829985.0,{'channel_id': '1116853117078470656'},,
,,,Grimes,,taylorgrimes,nfl,,Godly (TX),,Incarnate Word,Taylor,True,,1693323303780.0,Taylor Grimes,,23.0,188,1128933.0,,Active,[],,,#taylorgrimes-NFL-FA-13,grimes,71,13.0,11445,taylor,,,,,d15667f0-f31f-11ed-857b-51f5bc78307f,2000-03-26,,,,,1.0,['WR'],17590.0,9999999.0,WR,,,{'channel_id': '1116852690060574720'},,
,,,Ratliff,,jayratliff,nfl,,Lowndes (GA),,Auburn,Jay,False,,,Jay Ratliff,,39.0,303,,,Inactive,[],,,#jayratliff-NFL-FA-90,ratliff,"6'4""",90.0,174,jay,,,,,659e5aea-8030-42ab-a41c-fa07fcda8440,1981-08-29,4517.0,7400.0,,8638.0,15.0,['DL'],,9999999.0,NT,,,,,
,,,Dawkins,,dalyndawkins,nfl,00-0034654,Trinity (KY),,Colorado State,Dalyn,True,,1608771051119.0,Dalyn Dawkins,,27.0,185,,,Active,[],,,#dalyndawkins-NFL-FA-28,dawkins,67,28.0,5619,dalyn,,,,,12c39c1f-d579-4bd5-b736-62afd23b8208,1994-12-12,20600.0,31620.0,,3052449.0,4.0,['RB'],13293.0,1497.0,RB,,749064.0,{'channel_id': '1116853133012631552'},,
,,PIT,Scott,,bostonscott,nfl,00-0034414,Zachary (LA),,Louisiana Tech,Boston,True,,1725062414442.0,Boston Scott,13301.0,29.0,204,749635.0,,Active,[],,,#bostonscott-NFL-PIT-30,scott,66,30.0,5122,boston,,,,,768f6afa-ba24-40d9-bdc1-3184bba2ec2b,1995-04-27,20039.0,31171.0,,3051439.0,6.0,['RB'],12996.0,549.0,RB,,749635.0,"{'channel_id': '1113708703757922304', 'rookie_year': '2018'}",D3399A88060D,
,,LV,Hobbs,,natehobbs,nfl,,Louisville Male (KY),LCB,Illinois,Nate,True,,1704145229200.0,Nate Hobbs,,25.0,195,1057536.0,1.0,Active,[],,,#natehobbs-NFL-LV-39,hobbs,72,39.0,7823,nate,,,,,b34aa9fb-3f93-481b-8f68-7330c39e6e20,1999-06-24,,,,,3.0,['DB'],15387.0,410.0,CB,,,"{'channel_id': '1113708771990859776', 'rookie_year': '2021'}",AB1443A71C5D,
NA,,,Bailey II,,sergiobaileyii,nfl,,,,None,Sergio,False,,,Sergio Bailey II,,29.0,190,,,Inactive,[],,,#sergiobaileyii-NFL-FA-83,baileyii,"6'0""",83.0,5396,sergio,,,,,,1991-09-07,20473.0,31253.0,,4039320.0,0.0,['WR'],,9999999.0,WR,,927071.0,{'override_active': 'false'},,
Questionable,,,Mack,,ledariusmack,nfl,,Lincoln Park Academy (FL),,Buffalo,Ledarius,True,,1653350713200.0,Ledarius Mack,,25.0,237,1067139.0,,Inactive,[],,Undisclosed,#ledariusmack-NFL-FA-43,mack,73,43.0,7160,ledarius,,,,,306d7e5a-f0f6-4b30-8484-5d933361278e,1996-10-03,22161.0,33176.0,,4257195.0,2.0,"['DL', 'LB']",14979.0,9999999.0,LB,,,{'channel_id': '1116853340576153600'},,
,,,Horsley,,kennyhorsley,nfl,,,,None,Kenny,False,,,Kenny Horsley,,29.0,290,,,Inactive,[],,,#kennyhorsley-NFL-FA-69,horsley,"6'7""",69.0,2854,kenny,,,,,1573e322-5bdd-4c60-94fa-7f3e30ecf424,1988-03-15,17322.0,,,3169405.0,0.0,['DL'],,9999999.0,DT,,,,,
,,BAL,Walker,,devontezwalker,nfl,,West Charlotte (NC),RWR,North Carolina,Devontez,True,,1724550625735.0,Devontez Walker,,23.0,198,1277914.0,4.0,Active,[],,,#devontezwalker-NFL-BAL-81,walker,73,81.0,11629,devontez,,,,,b5d1ed29-c72a-45ff-ae60-337e13728b2f,2001-06-19,,,,,0.0,['WR'],17728.0,267.0,WR,,,"{'channel_id': '1113708871093874688', 'rookie_year': '2024'}",8761214CCFC6,
